month,farebox
2018-12,8940.58499999983
2019-01,128.50888888888883
2019-02,65.12823529411764
2019-03,88.365
2019-04,43.5
2019-05,87.41999999999999
2019-06,276.7500000000001
2019-09,147.0
2019-11,168.29999999999998
2020-03,138.89999999999998
2020-08,95.78999999999999
2020-12,43.650000000000006
